city,state,latitude,longitude
Novelty,OH,41.4935091,-81.3407276
Malibu,CA,34.035591,-118.689423
CENTENNIAL,CO,39.579155,-104.8769227
BRADENTON,FL,27.4989278,-82.5748194
sturgis,MI,41.799217,-85.4191482
Delavan,WI,42.633102,-88.6460554
Carbon Hill,AL,33.8888252,-87.5294765
Laytonsville,MD,39.2087905,-77.1413425
Buena Park,CA,33.870413,-117.9962165
Matthews,NC,35.1159532,-80.7224386
Hixson,TN,35.1406267,-85.2327349
Asheville,NC,35.595363,-82.5508407
Livermore,CA,37.6820583,-121.768053
North Las Vegas,NV,36.2005843,-115.121584
PENN VALLEY,CA,39.1948165,-121.1926464
Petroleum,IN,40.6114347,-85.1508037
Southborough,MA,42.3056501,-71.5245087
Mansfield,TX,32.563487,-97.1420308
Cincinnnati,OH,,
Ocean City,NJ,39.2776156,-74.5746001
MURRELLS INLET,SC,33.5499183,-79.0430329
Windsor,CO,40.4774818,-104.901361
Jackson,OH,39.0131871,-82.6089043
MEDFORD,MA,42.4184296,-71.1061639
Renson,CA,37.2669905,-121.9476435
Nevada City,CA,39.2625993,-121.0187304
HAMILTON,OH,39.2085354,-84.5501874
McFarland,WI,43.0123487,-89.2897646
Middletown,CT,41.5623178,-72.6509061
Kalispell,MT,48.202158,-114.315321
Newport,KY,39.0889469,-84.4919524
Riverside,CT,41.0337082,-73.57818
Fayetteville,NC,35.0525759,-78.878292
Plant City,FL,28.01633,-82.1234803
Fairfield,CT,41.1412078,-73.2637258
"Los Angeles, CA 90036",CA,34.0536909,-118.242766
Wauconda,IL,42.2589122,-88.1392474
Gainesville,GA,34.2978794,-83.8240663
Camas,WA,45.5863014,-122.403277
MORRISVILLE,NC,35.824341,-78.8300321
Jericho,NY,40.78743,-73.5434608
Hickory,NC,35.7333312,-81.3442915
Encino,CA,34.1591324,-118.5016166
Lake Orion,MI,42.7844752,-83.2396612
Aliso Viejo,CA,33.5761376,-117.7258122
Danvers,MA,42.5664984,-70.9362957
Holland,MI,42.7876022,-86.1090828
Knightstown,IN,39.7956007,-85.5263629
Austell,GA,33.8126059,-84.6343783
Laconia,NH,43.5278546,-71.470351
Bountiful,UT,40.8894611,-111.8804817
Bannockburn,IL,42.1933581,-87.8664579
Westford,MA,42.5792583,-71.4378411
Neenah,WI,44.1858193,-88.462609
Midvale,UT,40.6149174,-111.9106607
Sioux City,IA,42.4966815,-96.4058782
kent,WA,47.3826903,-122.2270272
Beavercreek,OH,39.7092262,-84.0632685
WEST CHESTER,OH,39.3303357,-84.408275
Augusta,GA,33.4709714,-81.9748429
Drexel,MO,38.4794593,-94.6085663
Michigan City,IN,41.7075394,-86.8950297
Brick,NJ,40.0707244,-74.1280562
Lake Forest,CA,33.6469261,-117.6859213
Barberton,OH,41.012833,-81.6051221
Bloomsburg,PA,41.0044958,-76.4537302
Monsey,NY,41.117991,-74.0594324
Lexington Park,MD,38.2494165,-76.4469969
Key West,FL,24.5548262,-81.8020722
Wyomissing,PA,40.329537,-75.9652117
Naperrville,IL,,
GARLAND,TX,32.912624,-96.6388833
Lenexa,KS,38.9697458,-94.7845837
Los Alamitos,CA,33.8038865,-118.0772433
CLEARWATER,FL,27.9658533,-82.8001026
Tacoma,WA,47.2455013,-122.438329
San Rafael,CA,37.9747795,-122.5316686
Dunwoody,GA,33.9463786,-84.3342686
Medford,OR,42.3264181,-122.8718605
Corona,CA,33.8752945,-117.566444
Ridgeland,MS,32.4284761,-90.1323087
Malvern,PA,40.036202,-75.5138959
Lacey,WA,47.0263876,-122.8072257
St. Rose,LA,29.9468716,-90.3231349
mount pleasant,SC,32.7940651,-79.8625851
Hillsboro,OR,45.5228939,-122.989827
Pleasantville,NY,41.1328736,-73.7926335
Newport,WA,48.1796277,-117.043258
Lenox,MA,42.3568223,-73.2850851
Rochester,MN,44.0234387,-92.4630182
Spanish Fort,AL,30.6754503,-87.9040269
Castle Rock,CO,39.3722552,-104.858682
Farmington Hills,MI,42.4853125,-83.3771553
Lakewood,OH,41.4819932,-81.7981908
Port Huron,MI,42.9760854,-82.4333742
Altamonte Springs,FL,28.6619154,-81.3885899
Sharon,PA,41.2331116,-80.4934035
Longwood,FL,28.7012172,-81.3461738
SAINT PETERSBURG,FL,27.7700475,-82.6359078
Battlefield,MO,37.1154066,-93.3642696
St. Louis Park,MN,44.9475726,-93.3569023
Middletown,OH,39.516644,-84.4041725
Branchburg,NJ,40.5688245,-74.7002739
BLOOMFIELD,IA,40.7510398,-92.4143872
Destin,FL,30.3935337,-86.4957834
Glen Burnie,MD,39.1595439,-76.6151514
Lansdale,PA,40.2414952,-75.2837862
hixson,TN,35.1406267,-85.2327349
Sterling,KS,38.2100112,-98.2070059
Covington,KY,39.0831712,-84.5107548
West Chester,OH,39.3303357,-84.408275
Wakefield,RI,41.437324,-71.5014469
Peabody,MA,42.5278731,-70.9286609
Buhler,KS,38.1349736,-97.7716625
Lake in the Hills,IL,42.1816908,-88.3303618
Middletown,PA,40.1701367,-74.8851959
Santa Rosa Beach,FL,30.3466423,-86.2307992
Kingwood,TX,30.0497077,-95.1846301
McAllen,TX,26.204114,-98.2300605
Ft Collins,CO,40.5871782,-105.0770113
BRAINTREE,MA,42.2205956,-71.0041229
Blauvelt,NY,41.069612,-73.9518441
Warwick,RI,41.6992717,-71.4586114
Greenville,WI,44.2868522,-88.5870708
Woodstock,VA,38.8817784,-78.5058429
Edgewater,MD,38.9358105,-76.5530141
Oak Ridge,TN,36.0103562,-84.2696449
Danville,IN,39.7606013,-86.5263879
Kitty Hawk,NC,36.0664318,-75.6935448
MANASSAS,VA,38.7509488,-77.4752667
La Grange,IL,41.81483,-87.8735662
Woodbury,NJ,39.8381691,-75.1526774
Steamboat Springs,CO,40.4848003,-106.831735
Elmwood Park,NJ,40.9074237,-74.1183543
Dripping Springs,TX,30.1902067,-98.0866781
"Washington, DC",DC,38.8950368,-77.0365427
Garnet Valley,PA,39.8429612,-75.5370459
Edgewood,NY,42.140367,-74.2123659
Hackensack,NJ,40.8871438,-74.0410865
Morristown,NJ,40.7970382,-74.4809868
River Heights,UT,41.7218845,-111.821417
Auburn,NH,43.0045289,-71.348398
Parsippany,NJ,40.8623835,-74.4032354
Porter,TX,30.1024397,-95.2296553
Fremont,NE,41.4338363,-96.4960449
Uniontown,OH,40.9758992,-81.4072768
Kansas City,KS,39.1134562,-94.626497
Vernon,CT,41.8382921,-72.4663331
Larchmont,NY,40.9278769,-73.7517983
Berwyn,PA,40.0448306,-75.4388053
Valhalla,NY,41.075213,-73.7750061
Bedminster,NJ,40.6741476,-74.6809503
SAN ANTONIO,TX,29.4246002,-98.4951405
Los Gatos,CA,37.226611,-121.9746797
waterbury,CT,41.5538091,-73.0438362
rocky river,OH,41.4756031,-81.8393034
De Pere,WI,44.4493584,-88.0599986
Castle Pines,CO,39.4713622,-104.8951729
Rocky River,OH,41.4756031,-81.8393034
Cher,NJ,39.5941001,-75.1261533
St. Augustine,FL,29.8946952,-81.3145395
Lemont,IL,41.6737149,-88.0016263
Eden Prairie,MN,44.8546856,-93.470786
Nutley,NJ,40.8223223,-74.1598663
Flushing,NY,40.7654301,-73.8174291
Wayne,PA,41.6264414,-75.3045103
Westland,MI,42.3238056,-83.4005321
Charleston,MS,34.00678,-90.0567563
Waukee,IA,41.6118485,-93.8845129
Orrville,OH,40.8436664,-81.7640212
Bethel,CT,41.3712063,-73.4140097
COTTONWD HTS,UT,,
Santee,CA,32.8383828,-116.9739167
Thousand Palms,CA,33.8077359,-116.350814
Oakdale,PA,40.3981246,-80.1856134
Tinley Park,IL,41.5733669,-87.7844944
ROCKVILLE,MD,39.0817985,-77.1516844
DEER PARK,NY,40.7622495,-73.3228592
Ashland,VA,37.7594012,-77.4806603
Sun Prairie,WI,43.1834579,-89.2134359
Solon,OH,41.3897764,-81.4412259
Henderson,CO,39.9205405,-104.8658084
Somerset,NJ,40.5675084,-74.6189556
Norwalk,IA,41.4755492,-93.6788876
Wichita,KS,37.6922361,-97.3375448
Grandview,OH,39.1905125,-84.733402
TYLER,TX,32.3512601,-95.3010624
Trenton,NJ,40.2203074,-74.7659
Fairfield,NJ,40.8837102,-74.3059823
MENTOR,OH,41.6664781,-81.3399769
Haltom city,TX,32.7995738,-97.2691817
Chester,PA,39.9829308,-75.7652424
Farmington,MI,42.4644795,-83.3763219
Edina,MN,44.8897027,-93.3501222
Elmsford,NY,41.0550969,-73.8201338
Rosemont,IL,41.9941334,-87.8756737
Fort Pierce,FL,27.4467056,-80.3256056
Garden Grove,CA,33.7746292,-117.9463717
Kasyville,UT,,
LITTLE CHUTE,WI,44.2799872,-88.3184394
Mountainside,NJ,40.6723242,-74.3573722
CORAL SPRINGS,FL,26.271192,-80.2706044
CHATTANOOGA,TN,35.0457219,-85.3094883
Stillwater,OK,36.1156306,-97.0585717
Willow Park,TX,32.7626286,-97.6505822
Pittsford,NY,43.090959,-77.515298
GRAND RAPIDS,MI,42.9632425,-85.6678639
Lebanon,PA,40.375713,-76.4626118
MENDOTA HEIGHTS,MN,44.8835768,-93.1382749
Manhattan,KS,39.1836082,-96.5716694
Zionsville,IN,39.950724,-86.2616968
Carson,CA,33.8322043,-118.2517547
kennesaw,GA,34.0234337,-84.6154897
Lititz,PA,40.1571324,-76.307162
West Hartford,CT,41.7620447,-72.7420399
Winston Salem,NC,36.0998131,-80.2440518
Alpena,MI,45.0176181,-83.6670019
Kingston,NJ,40.373057,-74.6055114
Saint George,UT,37.104153,-113.584131
Eagle Mountain,UT,40.3093488,-112.0119825
Rockford,IL,42.2713945,-89.093966
Pennsauken,NJ,39.9562238,-75.0579502
Emmaus,PA,40.5350165,-75.4918701
Lee's Summit,MO,38.9107156,-94.3821295
Owings Mills,MD,39.4148436,-76.7918234
Lawton,OK,34.6086854,-98.3903305
HILLSIDE,NJ,40.701213,-74.2301459
Saint Charles,MO,38.783855,-90.481677
Madison,SD,44.006085,-97.11395
Mission,KS,39.0277832,-94.6557914
CHANTILLY,VA,38.885219,-77.4486772
Lima,OH,40.7399785,-84.105006
St Paul,MN,44.9497487,-93.0931028
Itasca,IL,41.9751722,-88.0067509
Westville,NJ,39.8700552,-75.1265177
Blue Mounds,WI,43.0174097,-89.8320348
Collierville,TN,35.042036,-89.6645266
LEHI,UT,40.3881114,-111.8486019
NEW ULM,MN,44.3140261,-94.4614177
ROCHESTER,NY,43.157285,-77.615214
redmond,WA,47.6694141,-122.1238767
Indio,CA,33.7192808,-116.2188054
Thornton,CO,39.8695516,-104.985181
Valley View,OH,41.3878312,-81.6045685
Stratford,CT,41.1845415,-73.1331651
McDonough,GA,33.4473361,-84.1468616
Catlett,VA,38.654116,-77.6382623
Brisbane,CA,37.687165,-122.402794
Cockeysville,MD,39.4837588,-76.6235105
ST PETERSBURG,FL,27.7700475,-82.6359078
Owosso,MI,42.9975968,-84.1720541
Rochester,NH,43.3050631,-70.9753629
Bakersfield,CA,35.3738712,-119.019463
Princeton,IL,41.368092,-89.4648145
PHOENIX,AZ,33.4484367,-112.074141
St Louis Park,MN,44.9475726,-93.3569023
Union,NJ,40.6652251,-74.3045277
Edison,NJ,40.518157,-74.4113926
Crestwood,IL,41.6611444,-87.7525511
Manahawkin,NJ,39.690518,-74.2486427
Lynnwood,WA,47.8278656,-122.3053932
Dexter,MI,42.3372998,-83.8842
Elkridge,MD,39.1938631,-76.7420903
anaheim,CA,33.8347516,-117.911732
Quincy,MA,42.2509914,-71.0037374
Spanish Fork,UT,40.1150133,-111.6547774
Newport News,VA,36.9775016,-76.42977
Topeka,KS,39.049011,-95.677556
Geneseo,NY,42.795896,-77.816947
WESTLAKE VILLAGE,CA,34.1460234,-118.8061794
Mansfield,MA,42.0334326,-71.2189405
Sugarland,TX,29.6000008,-95.6230734
Savannah,GA,32.0790074,-81.0921335
Santa Fe Springs,CA,33.9480787,-118.0691499
Fox Lake,WI,43.565543,-88.9064984
Radnor,PA,40.0463001,-75.3595487
WOODLAND HILLS,CA,34.1684364,-118.6058382
Smithtown,NY,40.8559314,-73.2006687
Yardley,PA,40.245664,-74.8459972
Smock,PA,39.9981312,-79.7858321
SARASOTA,FL,27.3365805,-82.5308545
New Albany,IN,38.2856247,-85.8241312
Queensbury,NY,43.3618532,-73.6652451
Hunt Valley,MD,39.4962709,-76.6542571
Salisbury,MD,38.366027,-75.6009964
delray beach,FL,26.4614625,-80.0728201
Montgomery,TX,30.301949,-95.5065944
Deerfield,IL,42.1711365,-87.8445119
Quakertown,PA,40.4417682,-75.3415667
NEW ORLEANS,LA,29.9759983,-90.0782127
Palatine,IL,42.1105779,-88.0336888
West Henrietta,NY,43.0400626,-77.6616685
Howell,NJ,40.1413032,-74.2236618
Ofallon,MO,38.7345353,-90.6901508
Ahaheim,CA,,
Avondale,AZ,33.4355977,-112.349602
Wall,NJ,,
Frontenac,MO,38.6358442,-90.4149786
ASHBURN,VA,39.029784,-77.4744148
kenosha,WI,42.5846773,-87.8212263
Monroeville,PA,40.4211798,-79.7881025
Manchester,NH,42.9956397,-71.4547891
Victoria,TX,28.8026443,-96.9766308
Wyoming,MI,42.9132581,-85.7057035
St. Louis MO,MO,38.6280278,-90.1910154
Burr Ridge,IL,41.7502971,-87.9161818
North Salt Lake,UT,40.8485564,-111.906882
Mt. Holly,NJ,39.9928898,-74.7876624
McMurray,PA,40.2791485,-80.088632
Boothwyn,PA,39.8309418,-75.4396925
COLLEGEVILLE,PA,40.1856597,-75.451571
Pflugerville,TX,30.4393696,-97.6200043
Milpitas,CA,37.4332273,-121.8989248
Lisle,IL,41.801159,-88.0747687
Stevensville,MD,38.9777658,-76.3189393
Loveland,OH,39.2689476,-84.263826
Murrieta,CA,33.560832,-117.210656
Lakewood Ranch,FL,27.4091912,-82.3925244
Massapequa,NY,40.669501,-73.4698253
Genoa City,WI,42.4983517,-88.3281487
Manitowoc,WI,44.0998341,-87.827992
Frisco,CO,39.5744299,-106.0975196
Medford,NJ,39.9009472,-74.8234961
Grover Beach,CA,35.1209452,-120.621837
Burnsville,MN,44.7670567,-93.2773887
Diamond Bar,CA,34.0286226,-117.8103367
Mogadore,OH,41.050775,-81.393946
tempe,AZ,33.4255117,-111.940016
South Hackensack,NJ,40.8698546,-74.0500662
South Coast Metro,CA,33.69032,-117.8952063
Urbana,IA,42.223793,-91.8755241
Del Mar,CA,32.9594891,-117.2653146
Petoskey,MI,45.373343,-84.95533
WINTER PARK,FL,28.5977707,-81.3510264
Elm Grove,WI,43.0430679,-88.078978
Crystal Lake,IL,42.2411344,-88.3161965
Coconut Creek,FL,26.2517482,-80.1789351
Sandusky,OH,41.2951563,-83.1555438
Gold River,CA,38.6239434,-121.244024
La Porte,IN,41.6105983,-86.7225227
Maumee,OH,41.5628294,-83.6538244
Northport,NY,40.9009595,-73.343167
Toms River,NJ,39.9526791,-74.1968257
Campbell Hall,NY,41.4506548,-74.2659071
Tucker,GA,33.8532701,-84.2200729
Ontario,CA,34.065846,-117.64843
Narberth,PA,40.0084456,-75.26046
Windham,NH,42.8006441,-71.304229
GREAT NECK,NY,40.7870327,-73.7267563
Freeburg,MO,38.3150421,-91.9226705
Teaneck,NJ,40.8860164,-74.0072568
Wausau,WI,44.9597858,-89.6272791
Cranbury,NJ,40.3133907,-74.5201927
Garden City,MO,38.5611247,-94.1913332
DRAPER,UT,40.5247777,-111.8627989
Park CIty,UT,40.6460921,-111.4979963
EL PASO,TX,31.7601164,-106.4870404
Roselle,IL,41.9852583,-88.0799571
Lagrange,OH,41.2373401,-82.1198013
Deer Park,TX,29.7052284,-95.1238204
Hiawatha,IA,42.0385304,-91.6737592
Sedona,AZ,34.8688613,-111.7614394
Chula Vista,CA,32.6400541,-117.084195
St. Paul,MN,44.9497487,-93.0931028
Tyrone,GA,33.4713249,-84.5972005
Hainesport,NJ,39.9837234,-74.8271081
King,PA,40.2439663,-78.4641818
Dakota Dunes,SD,42.4904114,-96.4922517
Chadds Ford,PA,39.872027,-75.5914213
Pottstown,PA,40.2452976,-75.6496424
Oakland Park,FL,26.1723065,-80.1319893
Allendale,MI,42.9903205,-85.9529685
Needham,MA,42.2802645,-71.2360624
Lake Havasu City,AZ,34.4775296,-114.3379972
Wexford,PA,40.6264561,-80.055891
New Rochelle,NY,40.9115386,-73.7826363
Novi,MI,42.48059,-83.4754913
Mishawaka,IN,41.6611642,-86.1807031
West Bloomfield,MI,42.5676161,-83.3592564
Ruston,LA,32.5297498,-92.6386604
GOLDEN VALLEY,MN,44.9861176,-93.3784618
Saint Louis Park,MN,44.9475726,-93.3569023
FALLS CHURCH,VA,38.882334,-77.1710914
Westport,CT,41.1414855,-73.3578955
STANTON,CA,33.7941024,-117.9951044
East Providence,RI,41.8194081,-71.376257
Center Point,TX,32.9354032,-97.5430785
BUFORD,GA,34.1206564,-84.0043513
Exeter,NH,42.981477,-70.9478343
CALHOUN,GA,31.5311784,-84.614328
Fuquay-Varina,NC,35.5843849,-78.7998691
Effingham,IL,39.0520902,-88.6029006
Lake City,GA,33.6064989,-84.3352017
Eighty Four,PA,40.1827171,-80.1331455
Fall River,MA,41.7010642,-71.1546367
Port Washington,NY,40.8263965,-73.684993
Whitinsville,MA,42.11059,-71.6646624
Elkhart,IN,41.6012796,-85.8590603
Ada,MI,42.9547136,-85.4879523
Saline,MI,42.1667072,-83.7816075
Lumberton,NJ,39.9659459,-74.8051628
Beaufort,SC,32.3850708,-80.6923169
Olympia,WA,47.0451022,-122.8950075
Campbellsport,WI,43.5981718,-88.2849664
Encinitass,CA,,
Sevierville,TN,35.8672932,-83.5657167
Ferndale,WA,48.8466698,-122.589723
Torrington,CT,41.8006523,-73.1212214
RONKONKOMA,NY,40.8075225,-73.1359924
Tumwater,WA,47.0080655,-122.910368
Saint Petersburg,FL,27.7700475,-82.6359078
LEXINGTON PARK,MD,38.2494165,-76.4469969
